id,var_rpta_alt,prob_uno
230183#2155#1073657,0,0.29666
587625#352801#727069,0,0.42808
274029#260782#822205,1,0.69607
472441#526884#553458,0,0.20473
137272#233115#849713,0,0.40146
161372#849662#230680,0,0.38662
501086#766841#313501,1,0.52457
42028#429505#650492,0,0.49974
350197#93825#993951,1,0.51271
387445#1070915#9427,0,0.46114
515122#159711#928390,0,0.45549
578807#335140#745444,1,0.50247
474556#880258#200084,0,0.34560
354365#388110#691743,0,0.42548
306383#30258#1010877,0,0.19027
115655#309201#773923,0,0.41662
217201#182485#905649,1,0.66372
122644#605376#474966,1,0.58789
325244#357179#722685,0,0.42888
78221#871183#209159,0,0.40905
533254#215627#867137,1,0.54494
431148#731137#349205,0,0.48694
246689#1009693#70649,0,0.43790
465542#814122#266220,0,0.49291
173033#540006#540336,1,0.51137
393172#501320#579022,1,0.57459
263097#494968#585374,0,0.28841
509781#458503#621842,0,0.26694
465523#947940#132402,0,0.46664
28698#380898#698959,0,0.35931
374417#566524#513818,0,0.38426
7399#645440#434902,0,0.27532
503901#262150#820831,1,0.85945
393266#512931#567411,0,0.15613
91884#884384#195958,1,0.54608
275636#507041#573301,0,0.37260
256286#992400#87942,0,0.36367
100054#453841#626500,1,0.54097
67581#791572#288770,1,0.52304
60067#737895#342447,0,0.07380
550832#776374#303968,0,0.33501
402371#95371#992408,1,0.51481
312818#22476#1010656,1,0.58830
182013#669022#411320,0,0.36514
464358#454177#626165,0,0.46251
610286#978277#102065,0,0.22593
602566#179557#908562,1,0.81426
528515#654656#425686,0,0.32447
600417#796693#283649,0,0.26771
314857#21862#1006765,0,0.42149
22913#530524#549818,1,0.57790
436669#931026#149316,0,0.44565
374112#736047#344295,0,0.40884
599391#36508#1068548,0,0.29093
275246#987146#93196,0,0.41428
62654#668242#412100,0,0.25335
403549#565382#514960,0,0.20785
420498#731442#348900,0,0.29983
79670#1079568#774,0,0.37879
530063#662718#417624,0,0.33689
606151#466533#613809,0,0.45231
194066#435222#644984,0,0.28326
35708#1036701#43641,0,0.21297
241800#674725#405617,0,0.38110
267594#1006849#73493,1,0.84345
513383#750784#329558,0,0.22690
79503#815205#265137,1,0.56236
437453#190312#897924,0,0.16594
228559#395748#684158,1,0.55286
296606#497335#583007,1,0.71080
217279#416003#663971,1,0.58113
288132#572125#508217,1,0.50124
24859#418490#661505,0,0.44013
56208#441128#639187,0,0.46999
34524#481696#598646,0,0.28450
245382#779328#301014,1,0.60406
491864#405780#674141,0,0.37914
363461#1079489#853,0,0.30344
376933#758964#321378,1,0.73977
389309#52660#1052292,1,0.53742
337156#900025#180317,0,0.23074
399069#64015#1040983,0,0.42232
506834#455543#624793,0,0.32467
325562#254398#828596,1,0.62294
231736#306049#777063,0,0.37117
233089#843632#236710,0,0.43447
449146#944011#136331,0,0.26784
547359#837721#242621,1,0.70620
452016#189100#899106,0,0.34279
440985#214979#867778,0,0.35010
57628#746439#333903,0,0.34292
605428#709668#370674,1,0.53417
378447#296774#786325,1,0.51531
240710#393805#686101,1,0.63483
256964#968235#112107,0,0.35453
350101#353674#726193,1,0.61412
80737#917635#162707,0,0.33646
564982#247504#835501,0,0.39971
306410#30102#1011315,0,0.18612
293841#694893#385449,0,0.34770
362080#377677#702184,1,0.58246
117480#496440#583902,0,0.32424
385233#287968#795101,1,0.56936
301052#362151#717704,1,0.51776
232582#803758#276584,0,0.42789
245140#528938#551404,0,0.22144
78659#953943#126399,0,0.33353
274786#1042079#38263,0,0.25096
228995#548168#532174,0,0.40206
363114#417838#662161,0,0.42328
575492#486603#593739,1,0.53073
248320#253470#829532,0,0.33274
182949#322983#760150,1,0.81929
602085#785632#294710,0,0.38721
61623#754919#325423,1,0.51633
280081#747255#333087,1,0.57362
432258#1061242#19100,1,0.66671
228031#1057273#23069,0,0.40385
13767#699#1075277,0,0.17988
312239#7758#877040,0,0.10154
153385#24426#1005905,0,0.42626
183424#712782#367560,0,0.22156
419148#288761#794305,1,0.68737
407964#8461#1076688,0,0.24615
377380#279405#803639,1,0.61927
100863#151932#936172,0,0.45606
278925#1050186#30156,1,0.58421
373062#57107#1047849,0,0.45725
396930#264189#818799,1,0.58532
43366#320150#763007,0,0.39777
29146#910066#170276,0,0.48623
418652#974158#106184,0,0.39414
321272#1038523#41819,0,0.29169
440956#127377#960470,1,0.78366
106135#635906#444436,0,0.41474
196995#602369#477973,0,0.27803
142368#448499#631858,1,0.70082
80346#149940#938153,1,0.55207
427475#42659#1062150,1,0.67749
29656#627349#452993,0,0.35599
573224#821574#258768,0,0.30097
620268#759054#321288,0,0.48071
402093#267134#815877,0,0.34081
167703#401392#678521,0,0.43826
199091#153748#934362,0,0.19714
170402#437951#642342,0,0.38345
606014#823530#256812,0,0.38468
484272#981374#98968,0,0.26784
524701#982221#98121,0,0.23340
580149#150309#937786,0,0.41839
436611#1003788#76554,0,0.38902
354055#317880#765256,0,0.38625
405352#261813#821173,0,0.42409
160064#268222#814792,1,0.59166
412750#809303#271039,0,0.19543
618659#412103#667813,1,0.52448
84696#496251#584091,1,0.54031
24327#406911#673012,0,0.27458
481651#711912#368430,1,0.52390
134531#313294#769843,1,0.75089
447539#667049#413293,0,0.35404
264676#1065471#14871,0,0.29537
211559#490647#589695,1,0.77293
43740#965682#114660,0,0.29299
268456#433618#646516,0,0.37531
149491#418221#661775,0,0.40164
273341#1010548#69794,0,0.27946
261462#526373#553969,0,0.36523
543898#839525#240817,0,0.17685
423795#344041#736633,0,0.45332
203133#837358#242984,1,0.51676
399561#853723#226619,0,0.37850
314068#728063#352279,0,0.03808
384390#831274#249068,1,0.64243
419532#767627#312715,1,0.55095
185655#125848#961984,0,0.35549
272001#1006355#73987,0,0.27860
549078#1018833#61509,0,0.23746
537418#52077#1052872,0,0.31065
582797#190726#897513,0,0.48109
222668#732087#348255,0,0.44954
189565#390892#680300,1,0.66148
215144#167840#920291,1,0.65066
429185#1056344#23998,0,0.31096
292229#1029401#50941,0,0.38349
245868#1023100#57242,0,0.33884
330991#710674#369668,0,0.20109
105377#125894#961939,0,0.40347
562707#62769#1042217,1,0.62212
544411#1013234#67108,0,0.21900
339034#230875#851958,1,0.53574
13946#35059#1069994,1,0.57854
548124#859523#220819,0,0.29991
3853#297958#785146,1,0.59625
359801#990446#89896,1,0.71551
519273#134899#953174,0,0.27874
313399#959060#121282,1,0.52610
536845#492206#588136,0,0.43106
585373#105054#982721,0,0.41256
84607#541513#538829,0,0.42154
430952#711487#368855,0,0.26152
512092#1004255#76087,0,0.40613
559967#811315#269027,0,0.44444
109000#700271#380071,0,0.33752
270364#296073#787031,1,0.54373
628121#728923#351419,0,0.12247
144946#489687#590655,1,0.59601
256742#319070#764069,1,0.52315
23698#979881#100461,0,0.25833
361110#977778#102564,0,0.21546
64329#569774#510568,0,0.04874
511164#651177#429165,0,0.34839
120092#413526#666392,0,0.46170
371512#669054#411288,0,0.30627
104996#145759#942336,1,0.50432
284772#405671#674249,1,0.56296
566840#195328#892928,0,0.35927
164422#842969#237373,0,0.32032
297966#890672#189670,0,0.33912
122442#281339#801708,0,0.43249
608297#678978#401364,1,0.56929
203818#982253#98089,1,0.59325
246075#255956#827028,0,0.42409
150091#760322#320020,0,0.29102
371205#450158#630214,1,0.53349
75981#276066#806961,0,0.39330
39409#1043134#37208,0,0.45056
248692#988791#91551,0,0.27863
632705#682590#397752,1,0.70082
373335#954769#125573,0,0.19540
126923#544900#535442,0,0.30509
262664#407005#672916,0,0.41024
374654#728702#351640,0,0.35206
91935#291044#792013,0,0.35716
70916#621391#458951,0,0.14822
365559#1006887#73455,0,0.43875
324699#174434#913678,0,0.40400
65979#857716#222626,0,0.40164
623964#157682#930418,1,0.53757
593814#261525#821464,1,0.51307
154449#829231#251111,0,0.16880
218293#809509#270833,1,0.63420
570540#129872#957972,0,0.44465
525526#656609#423733,0,0.13197
172951#540413#539929,0,0.27104
126371#312597#770543,0,0.40193
391362#511109#569233,0,0.22005
293971#479678#600664,1,0.64614
266411#800824#279518,1,0.61902
89802#322324#760817,0,0.45554
564285#1030870#49472,1,0.75410
29894#338028#742606,0,0.41740
381796#405625#674295,0,0.27183
366153#534097#546245,1,0.78543
466201#213417#869340,0,0.32253
176684#544625#535717,1,0.57028
112598#138573#949526,1,0.73508
1272#142731#945366,0,0.32648
384401#986677#93665,1,0.50438
314100#1022894#57448,0,0.37763
528382#67073#1037960,0,0.48078
31861#950001#130341,0,0.35929
548828#776348#303994,1,0.77497
156458#367115#712746,1,0.72020
607327#674363#405979,1,0.67271
629625#814737#265605,0,0.24236
182212#705542#374800,0,0.09717
581606#724372#355970,0,0.31713
158978#758426#321916,0,0.49473
141846#651532#428810,1,0.58365
361382#548570#531772,0,0.26620
574106#92632#995132,0,0.45435
279569#770972#309370,0,0.22924
196722#770997#309345,0,0.45678
247586#874920#205422,0,0.28279
415729#1053256#27086,0,0.32139
280565#221104#861689,1,0.69487
31367#739681#340661,1,0.71692
248674#622666#457676,0,0.48146
56003#653148#427194,1,0.56478
251846#825792#254550,0,0.26504
409254#1043054#37288,1,0.69930
52955#738887#341455,0,0.46150
457040#673817#406525,0,0.21342
32776#599528#480814,1,0.70566
188958#91543#996220,1,0.55656
6174#226825#855990,1,0.60868
340769#1005941#74401,0,0.31216
159269#88769#1016527,1,0.59003
42028#426512#653465,0,0.44955
328362#750780#329562,0,0.41243
558591#330014#750689,1,0.56817
120374#698272#382070,0,0.44574
12172#412796#667118,1,0.67358
244953#170502#917638,0,0.47522
420672#718959#361383,0,0.40829
457176#470196#610146,0,0.35442
103208#810606#269736,0,0.34971
543101#297919#785186,0,0.16131
340426#75389#1029674,0,0.36687
308026#1033964#46378,1,0.58507
473842#104394#983379,0,0.45614
305133#29000#728256,1,0.77418
521838#205787#879479,1,0.56557
184328#1040710#39632,0,0.43518
70916#621392#458950,0,0.14822
286059#224521#858288,1,0.58244
443854#701967#378375,0,0.32577
321904#158729#929383,0,0.43088
566202#246077#836914,0,0.23817
611840#498357#581985,1,0.52361
141037#627641#452701,0,0.18252
473205#380592#699266,1,0.57244
386869#40134#1064962,0,0.44671
27236#685742#394600,0,0.44435
577313#457722#622611,1,0.61150
264881#501744#578598,1,0.56469
240582#203650#881592,1,0.64121
170959#991039#89303,0,0.45698
553874#122120#965696,0,0.28906
249559#708445#371897,0,0.39892
271535#648486#431856,0,0.39994
217224#734324#346018,0,0.47421
52958#694924#385418,1,0.57226
27926#498209#582133,0,0.08799
592397#294994#788100,0,0.39522
466197#362041#717815,1,0.80669
223088#845228#235114,0,0.33418
251602#825413#254929,0,0.37581
407657#514191#566151,1,0.59673
432507#860978#219364,0,0.48312
369686#56571#1048378,0,0.48990
459366#1054739#25603,0,0.44316
199378#773948#306394,0,0.41338
289736#533109#547233,0,0.11339
433934#964310#116032,0,0.35120
258702#670616#409726,0,0.23085
564048#427679#652306,0,0.46382
112248#194082#894170,0,0.48789
156017#576773#503569,1,0.62237
74469#452870#627479,0,0.44773
39702#20022#885705,1,0.59212
275111#360893#718969,0,0.36873
381281#392258#687642,1,0.74449
340993#870748#209594,1,0.57635
120965#180178#907945,0,0.29737
162162#573617#506725,0,0.29410
593037#152201#935898,0,0.38470
32758#790544#289798,1,0.69121
540241#869718#210624,1,0.55264
233017#753172#327170,1,0.55184
337992#873424#206918,0,0.27066
285013#779471#300871,0,0.40674
405564#713628#366714,0,0.44632
139471#817232#263110,1,0.71858
555517#776605#303737,1,0.60681
167157#210790#871957,1,0.51619
270681#816925#263417,0,0.31153
288656#851652#228690,0,0.31903
316905#761479#318863,0,0.43187
100446#447870#632484,1,0.50912
550461#981411#98931,0,0.35025
484179#399436#680475,0,0.48960
137356#309228#773894,0,0.34048
526266#870666#209676,0,0.47328
450298#107717#980078,0,0.48125
511800#867174#213168,0,0.35190
569128#695269#385073,0,0.43734
525251#233185#849644,1,0.63819
396241#182746#905388,0,0.42574
418505#866462#213880,1,0.54370
151192#209111#873615,1,0.58864
259234#962727#117615,0,0.47010
409937#318292#764845,0,0.37312
314011#23186#1005451,0,0.12572
506222#825542#254800,0,0.36477
430660#808108#272234,1,0.73623
343830#712905#367437,0,0.27257
300293#28925#753844,0,0.26062
101919#886348#193994,0,0.38011
627274#902882#177460,1,0.52585
441496#1054690#25652,0,0.35781
70387#336580#744003,1,0.62744
491029#612483#467859,0,0.31943
188885#606410#473932,1,0.73054
275565#979255#101087,0,0.46657
603380#786768#293574,0,0.35577
74170#1021425#58917,1,0.59888
519661#637966#442376,0,0.33308
397545#1047648#32694,0,0.39403
383353#368406#711454,0,0.48410
450273#676457#403885,0,0.46272
188431#792153#288189,0,0.28791
5351#973057#107285,1,0.68803
421247#271035#811976,1,0.77998
48615#219829#862960,0,0.39086
426871#1062249#18093,0,0.47139
396046#971760#108582,0,0.43642
539065#61601#1043379,0,0.46925
169184#266808#816200,1,0.54472
373876#943339#137003,0,0.34981
160877#363491#716360,0,0.38954
332365#55186#1049767,0,0.44292
64523#642765#437577,0,0.24921
493663#502296#578046,0,0.09370
497688#707981#372361,0,0.27361
240042#873948#206394,0,0.42056
393367#609610#470732,0,0.13567
231817#759182#321160,0,0.30371
419280#967396#112946,0,0.38830
402274#462508#617834,0,0.24664
406211#75972#1029097,1,0.59873
43277#3185#1076739,1,0.63641
262693#974188#106154,1,0.77905
129319#779414#300928,0,0.37366
188700#425317#654660,0,0.42015
571013#965531#114811,0,0.24336
451625#259828#823155,1,0.61961
382813#323584#759547,1,0.53661
250982#1044827#35515,1,0.52139
547681#785477#294865,0,0.40859
580719#879292#201050,0,0.27161
193614#261465#821524,0,0.36450
463548#1016163#64179,0,0.17316
185766#725644#354698,1,0.55742
98617#467992#612350,0,0.45680
257650#435219#644987,0,0.46684
229071#1054364#25978,1,0.69260
570291#778815#301527,0,0.47362
103929#650765#429577,1,0.63416
486793#45283#1059545,0,0.44444
466988#198974#889291,0,0.40461
296606#497345#582997,1,0.71539
35801#428929#651068,0,0.44713
372085#104319#983453,0,0.32413
258929#464670#615672,0,0.35973
514929#136382#951715,0,0.46526
533189#842338#238004,0,0.49109
631253#212924#869833,1,0.70419
172381#710502#369840,1,0.57924
337255#869079#211263,0,0.18159
267417#800843#279499,0,0.41537
26908#1037773#42569,1,0.58319
20669#1068320#12022,0,0.27978
48362#983224#97118,0,0.39748
273866#1046347#33995,0,0.43344
196601#145453#942641,0,0.39730
244198#821639#258703,1,0.58535
380453#320910#762246,0,0.43170
115232#459502#620840,0,0.49947
219211#777654#302688,0,0.40773
521213#646988#433354,1,0.59729
511164#323182#759949,0,0.43655
6563#758256#322086,1,0.68549
140325#505369#574973,1,0.66463
519777#63795#1041205,0,0.32242
41976#140222#947880,0,0.37259
22210#362384#717472,1,0.63013
548469#400371#679535,1,0.57967
375532#593633#486709,0,0.40721
387386#803297#277045,0,0.49729
461397#950146#130196,0,0.30638
601825#542296#538046,0,0.38174
613811#666482#413860,0,0.36288
242163#443331#636981,0,0.42341
381996#62351#1042636,0,0.42614
454390#855221#225121,0,0.28096
591493#870398#209944,0,0.28488
503202#545891#534451,0,0.40502
601913#315236#767902,0,0.46736
2963#497194#583148,0,0.27923
149682#418077#661921,0,0.34863
35371#1002627#77715,0,0.39018
562663#650090#430252,0,0.40087
226730#549286#531056,1,0.66970
491310#598386#481956,0,0.25736
146244#980853#99489,0,0.47217
24479#90040#1015283,0,0.46122
551841#687023#393319,0,0.32421
472435#1001240#79102,0,0.29863
319002#300211#782900,1,0.56067
267803#813478#266864,0,0.36092
562161#279813#803232,1,0.61581
456522#81135#1024117,0,0.30663
133950#868461#211881,0,0.19493
133337#904644#175698,0,0.20185
7203#1052867#27475,0,0.42992
468948#644619#435723,0,0.11774
314714#23021#753547,0,0.17426
570548#907170#173172,0,0.38816
525204#744775#335567,1,0.53043
270412#427563#652421,0,0.37312
243693#410124#669799,0,0.38608
309781#22380#884084,1,0.70148
221455#18408#1003264,0,0.35024
572202#919908#160434,0,0.34153
147758#340283#740358,1,0.54043
206110#517964#562378,0,0.28312
617684#180266#907857,0,0.39047
564752#402393#677527,1,0.66526
378312#1063312#17030,0,0.28986
12896#729939#350403,0,0.46680
591752#907484#172858,1,0.52416
505208#965471#114871,0,0.38866
532148#882355#197987,0,0.45381
252910#896173#184169,0,0.29828
510082#447856#632499,1,0.72429
161221#728137#352205,0,0.43318
480083#932237#148105,1,0.52994
105352#819025#261317,0,0.35597
416594#692852#387490,0,0.24232
188079#495085#585257,0,0.26427
189727#833172#247170,0,0.44148
126365#771045#309297,0,0.42989
485651#187658#900500,1,0.55309
259017#36451#1068604,0,0.45864
113134#882786#197556,0,0.38261
617251#772039#308303,1,0.55713
321208#1042877#37465,0,0.49646
628747#731270#349072,1,0.54347
125549#323537#759594,0,0.45332
336871#427591#652392,1,0.63548
464166#118006#969822,0,0.36882
152296#756474#323868,0,0.18502
272388#244619#838377,1,0.54606
276419#652084#428258,1,0.63659
56080#297967#785137,1,0.71220
177514#711527#368815,0,0.48446
228828#228285#854543,0,0.49498
617429#655636#424706,0,0.48845
384339#156304#931795,0,0.41821
387429#918875#161467,0,0.30044
336036#1004251#76091,0,0.23887
268849#429660#650341,1,0.57834
245744#866637#213705,1,0.68610
109800#1033778#46564,0,0.14718
174116#119834#967991,1,0.55059
339317#694604#385738,1,0.56077
161464#305770#777340,0,0.44825
535252#9500#997205,1,0.56077
627489#541892#538450,0,0.19023
144484#133037#954915,0,0.49273
317593#841237#239105,1,0.58839
253104#162038#926067,1,0.54650
550899#422483#657504,1,0.77689
263408#662918#417424,0,0.42914
626330#942601#137741,0,0.42789
258495#823434#256908,0,0.36155
217342#576648#503694,0,0.24568
561670#286281#796779,0,0.48608
161631#131883#956010,0,0.41550
87972#429659#650342,0,0.45307
39000#603761#476581,0,0.44475
155776#485899#594443,0,0.49649
165615#553123#527219,0,0.38256
265659#321085#762070,0,0.42998
433613#1060251#20091,0,0.35000
533828#689017#391325,0,0.30087
259140#611601#468741,0,0.35958
64077#780115#300227,0,0.37697
446902#277355#805678,1,0.53442
359230#208114#874597,1,0.72025
300391#761190#319152,0,0.27799
293992#870908#209434,1,0.55474
463063#779787#300555,0,0.21654
486711#745700#334642,1,0.71309
413837#618317#462025,0,0.28066
244309#454400#625946,1,0.51901
155005#549259#531083,0,0.34476
63125#868436#211906,0,0.12391
176978#708537#371805,0,0.22993
233246#842994#237348,0,0.31820
138091#115168#972652,1,0.55242
629115#957494#122848,0,0.42912
412151#510048#570294,0,0.46339
574172#123816#964013,0,0.34901
583213#134095#953929,0,0.35526
538891#679878#400464,0,0.13319
350558#361404#718459,1,0.51740
581518#697837#382505,0,0.37483
595527#527448#552894,0,0.40102
396972#68021#1037021,0,0.49673
559129#44527#1060294,0,0.35274
215114#665597#414745,0,0.42235
596912#655510#424832,0,0.41415
328959#1016063#64279,1,0.66018
472897#246998#836000,0,0.45309
350804#241043#841978,1,0.57594
384092#784128#296214,1,0.59602
201382#788483#291859,0,0.40366
291534#535512#544830,0,0.48051
433677#998750#81592,0,0.40442
585094#833553#246789,0,0.36860
445984#952988#127354,0,0.27475
605357#229107#853726,0,0.34230
326744#319246#763899,1,0.70268
65840#374474#705377,0,0.49720
563765#600428#479914,1,0.75903
52087#43921#1060897,0,0.48813
341413#294001#789084,0,0.38452
601825#542283#538059,0,0.38174
232763#1054686#25656,1,0.53046
336600#792569#287773,0,0.25022
239375#709412#370930,0,0.34407
591202#996616#83726,0,0.25368
9769#361884#717975,1,0.55794
40928#435922#644313,1,0.61603
346262#74605#1052849,0,0.17890
565283#388253#691601,1,0.84275
558116#649045#431297,1,0.56667
258929#464701#615641,0,0.35973
239660#462248#618087,0,0.33041
168441#133962#954053,0,0.28032
515417#589726#490616,0,0.38636
395258#593888#486454,0,0.28323
297151#319760#763391,0,0.37633
2392#1036612#43730,0,0.37169
547100#386089#693762,0,0.34432
533844#87445#1017822,0,0.36466
454286#54594#1050355,0,0.35653
466455#51510#1053430,0,0.45950
332403#881502#198840,0,0.37981
179884#692863#387479,0,0.25349
405485#112209#975603,0,0.48121
3261#833728#246614,0,0.49356
583188#317752#765389,1,0.55925
594688#206427#878856,1,0.50754
258702#1021413#58929,0,0.24832
402181#1029891#50451,0,0.30778
622008#354695#725173,0,0.25770
499725#450104#630268,0,0.35742
334577#243178#839829,0,0.45234
586981#1028689#51653,0,0.34375
161069#753703#326639,0,0.34329
214338#655488#424854,1,0.84849
330453#294253#788834,0,0.31431
249322#323065#760068,0,0.31086
434080#1063443#16899,1,0.51684
546231#2298#1074791,0,0.36337
402837#524947#555395,1,0.56467
182485#81846#1023396,0,0.30373
192805#593719#486623,0,0.27702
422449#761837#318505,0,0.32724
551921#45788#1059045,1,0.56123
349831#422895#657088,1,0.53204
386347#268664#814345,0,0.39475
250379#790552#289790,0,0.18105
348887#824090#256252,1,0.69491
477297#589491#490851,1,0.52698
618531#752987#327355,0,0.42243
82040#819475#260867,0,0.13634
2027#836773#243569,0,0.36930
611207#990111#90231,1,0.62678
206674#552862#527480,0,0.27352
323518#179135#908986,1,0.50866
314000#12404#1076358,0,0.32211
220595#848218#232124,1,0.86572
31604#822151#258191,0,0.27817
259881#130761#957090,0,0.45300
96031#657083#423259,1,0.51711
535749#174823#913286,1,0.62697
552622#869095#211247,0,0.43891
2971#830082#250260,0,0.44537
633546#651503#428839,0,0.38973
302826#823734#256608,0,0.40263
323155#322577#760562,0,0.37861
220792#636256#444086,1,0.54676
493319#835532#244810,1,0.50961
369509#88310#1016994,0,0.47625
48273#602420#477922,0,0.31162
560699#658885#421457,0,0.43271
528300#41793#1063312,0,0.45433
463712#386151#693700,0,0.45725
631403#974825#105517,0,0.34925
629375#1054125#26217,1,0.65126
282889#661942#418400,1,0.58409
343165#904629#175713,1,0.63576
50064#317036#766106,1,0.63527
603714#782322#298020,0,0.47952
70990#428039#651952,1,0.53642
274462#344373#736306,1,0.60406
274009#657106#423236,0,0.45702
123561#615325#465017,0,0.43425
528842#293245#789832,1,0.57904
192684#311500#771643,0,0.25852
438253#613931#466411,0,0.48151
564530#690286#390056,0,0.31298
374417#844398#235944,0,0.37053
600348#361926#717933,1,0.58313
296606#497337#583005,1,0.62413
173167#1016306#64036,1,0.50697
241838#261036#821946,0,0.39666
543855#719322#361020,0,0.15084
313401#1072073#8269,0,0.16423
313354#23600#1001900,0,0.24941
493643#717002#363340,1,0.64640
129742#521478#558864,0,0.05760
488418#874486#205856,0,0.29899
438717#867182#213160,0,0.36989
157093#591185#489157,0,0.26216
553801#98066#989698,0,0.49914
519282#161958#926148,0,0.30648
611119#342467#738195,0,0.27865
44701#873023#207319,0,0.42477
576542#884722#195620,1,0.60800
478922#1005622#74720,0,0.36349
511178#335189#745395,1,0.64468
397892#997228#83114,0,0.35119
626099#829827#250515,0,0.45381
282723#522811#557531,1,0.53257
46159#203735#881509,0,0.32527
282419#981062#99280,0,0.46749
168020#844508#235834,1,0.51397
105744#205891#879377,1,0.62272
368084#360010#719853,1,0.62062
444499#1071636#8706,0,0.24713
220612#1060567#19775,0,0.39956
572836#557704#522638,0,0.27543
2960#36336#1068717,0,0.44204
430954#307140#775983,0,0.46844
297807#638609#441733,0,0.32392
103433#263501#819488,1,0.64574
459721#890784#189558,0,0.32272
217763#171762#916365,0,0.35811
540309#669729#410613,0,0.39425
2755#344700#735978,0,0.43178
61458#570543#509799,1,0.78370
539857#1022228#58114,0,0.29006
610003#190422#897814,0,0.32648
547131#564218#516124,0,0.26059
42160#244364#838631,1,0.65107
216776#933330#147012,0,0.18964
495887#895986#184356,0,0.33499
517173#677657#402685,0,0.44867
219897#468290#612052,1,0.77827
259425#492914#587428,1,0.50916
345757#66915#1038113,0,0.48345
302908#818187#262155,0,0.26223
329557#681285#399057,0,0.20644
297426#544199#536143,1,0.53796
137346#238846#844162,0,0.48030
38999#703031#377311,0,0.30915
330201#448679#631678,0,0.48958
319593#745630#334712,0,0.33267
227368#826794#253548,0,0.21926
9132#460518#619818,1,0.70082
214144#91869#995896,1,0.71266
435559#774477#305865,0,0.32179
508514#190292#897944,1,0.64960
305308#30855#877823,0,0.05463
327062#576575#503767,0,0.31009
585312#306238#776873,1,0.70740
574176#295053#788040,0,0.33480
607803#639731#440611,1,0.56464
353365#707359#372983,0,0.49268
138768#470565#609777,1,0.57340
573311#947321#133021,0,0.19225
210025#366207#713644,0,0.25596
291633#477831#602511,1,0.50752
259814#660617#419725,1,0.53629
149531#253989#829007,1,0.59495
40925#817234#263108,0,0.15833
138757#1043238#37104,0,0.35537
249070#963989#116353,0,0.30647
212960#1027672#52670,0,0.42539
176943#764351#315991,0,0.21535
134454#211654#871102,0,0.40878
488430#993146#87196,1,0.50884
542175#304407#778699,1,0.65510
429001#1055112#25230,0,0.48939
151290#955877#124465,1,0.58362
377292#42028#1063076,1,0.80366
187634#231031#851802,1,0.77597
464525#262942#820047,0,0.41706
566909#441076#639240,1,0.55604
538474#288464#794605,1,0.57096
457682#508570#571772,1,0.57893
591202#996519#83823,0,0.46470
322378#173244#914879,0,0.25770
105927#500957#579385,1,0.56856
527026#218137#864633,0,0.21119
578306#51146#1053776,1,0.51883
170439#828761#251581,1,0.62928
155716#869855#210487,0,0.43179
299909#1074518#5824,1,0.52575
34216#377289#702566,0,0.37473
327218#47160#1057668,0,0.41937
34146#120303#967520,0,0.47663
80954#889891#190451,0,0.30705
420019#203750#881494,0,0.48551
568564#639330#441012,0,0.13782
579059#162540#925572,0,0.46145
474391#1068072#12270,0,0.45452
290407#466696#613646,0,0.11577
370962#725920#354422,0,0.37963
496004#812414#267928,0,0.15041
363641#349369#731387,0,0.33353
517926#476707#603635,1,0.89920
11735#608112#472230,0,0.30514
174757#739839#340503,0,0.32783
515794#270753#812252,1,0.52404
244628#555589#524753,0,0.33267
263698#612666#467676,1,0.67967
80858#518602#561740,0,0.19503
253605#393020#686887,1,0.63302
127980#445413#634913,1,0.54906
436485#311357#771786,0,0.39110
447044#787122#293220,0,0.25132
444640#836865#243477,0,0.31757
117950#677444#402898,1,0.58710
179477#572498#507844,0,0.47878
134613#1059895#20447,0,0.20895
593221#1073662#6680,0,0.36891
329118#72077#1032981,0,0.30479
380889#599783#480559,1,0.53406
583970#516288#564054,0,0.20709
494957#813308#267034,1,0.62222
416618#61799#1043184,0,0.48064
294468#639127#441215,0,0.42972
64331#314525#768617,0,0.46644
32078#636173#444169,0,0.09900
350542#217900#864871,0,0.45181
11685#1034302#46040,1,0.62041
158106#631241#449101,0,0.24157
55442#867169#213173,0,0.35621
520865#274803#808220,0,0.29737
133205#11369#998331,1,0.64311
17098#1012113#68229,1,0.52610
74070#859345#220997,1,0.71867
619264#563649#516693,1,0.70063
119729#511121#569221,0,0.24194
458531#1009064#71278,1,0.66025
339828#244903#838093,1,0.65341
515471#494554#585788,0,0.37191
195341#363472#716380,1,0.82705
353531#1033758#46584,0,0.45800
201863#498031#582311,0,0.40457
249346#936961#143381,1,0.53584
19640#1027824#52518,0,0.26765
10142#620635#459707,0,0.33414
57369#620718#459624,1,0.51699
194507#286843#796215,1,0.61670
562460#87895#1017399,1,0.70713
568603#687592#392750,0,0.47968
178473#28549#752319,1,0.65128
259235#969374#110968,0,0.47749
68369#542506#537836,1,0.77500
9383#701293#379049,1,0.59433
401998#707694#372648,0,0.23623
413902#181296#906838,1,0.52749
84919#868275#212067,0,0.36879
425587#1062489#17853,0,0.45938
558000#376316#703536,1,0.83592
164235#312192#770955,1,0.65695
156954#382519#697333,1,0.73215
241920#266835#816173,0,0.21106
616665#915620#164722,0,0.21839
228448#1070871#9471,1,0.77242
405616#833648#246694,0,0.38672
632936#77623#1027464,1,0.56199
57628#151582#936520,1,0.58504
576810#141247#946857,0,0.27827
632359#52728#1052226,0,0.37326
87017#556487#523855,0,0.13214
541232#269555#813456,0,0.40363
