nit_enmascarado,num_oblig_orig_enmascarado,num_oblig_enmascarado,fecha_var_rpta_alt
278036,533329,547013,202401
46468,632770,447572,202401
410984,387359,692494,202401
381443,745094,335248,202401
153993,804852,275490,202401
606175,409804,670115,202401
358881,1050425,29917,202401
546014,754397,325945,202401
79421,352593,727277,202401
160662,751887,328455,202401
544985,402474,677445,202401
124807,532211,548131,202401
621054,381851,698000,202401
515059,611698,468644,202401
40454,510089,570253,202401
430100,112720,975093,202401
555966,878782,201560,202401
270162,607660,472682,202401
262234,515384,564958,202401
402693,632440,447902,202401
76134,444678,635652,202401
89964,643234,437108,202401
125821,898391,181951,202401
65794,288677,794387,202401
113419,1064788,15554,202401
479783,193533,894716,202401
49618,850469,229873,202401
30482,788062,292280,202401
202987,789386,290956,202401
152153,815749,264593,202401
538050,571001,509341,202401
311488,861286,219056,202401
311074,748163,332179,202401
272283,368942,710915,202401
37278,180780,907351,202401
136058,1076225,4117,202401
294904,655897,424445,202401
152509,963822,116520,202401
243738,775248,305094,202401
1077,521620,558722,202401
79340,956648,123694,202401
376725,505824,574518,202401
113283,106685,981101,202401
418284,967523,112819,202401
391931,992238,88104,202401
482598,534760,545582,202401
558665,57821,1047147,202401
191124,343876,736797,202401
613012,75454,1029608,202401
302880,1001787,78555,202401
298465,857328,223014,202401
386639,353200,726668,202401
501008,870800,209542,202401
240660,788263,292079,202401
595125,473852,606490,202401
334076,711786,368556,202401
507982,814180,266162,202401
416633,687711,392631,202401
33685,647234,433108,202401
84631,156808,931291,202401
296565,487037,593305,202401
111798,944201,136141,202401
68402,381197,698658,202401
410439,175208,912895,202401
498291,813292,267050,202401
52381,867815,212527,202401
270323,999331,81011,202401
307163,554938,525404,202401
391395,612244,468098,202401
168104,527987,552355,202401
514871,37156,1067902,202401
507158,312479,770665,202401
572658,726314,354028,202401
144596,451527,628833,202401
134261,303052,780061,202401
618290,121712,966107,202401
267078,663722,416620,202401
279900,552238,528104,202401
598872,288610,794455,202401
141645,483194,597148,202401
591821,731608,348734,202401
375461,732894,347448,202401
492562,1000264,80078,202401
34071,501086,579256,202401
293235,978437,101905,202401
300391,761190,319152,202401
497578,510619,569723,202401
366264,382164,697690,202401
114291,774351,305991,202401
545056,983335,97007,202401
235491,246123,836868,202401
608297,678978,401364,202401
37587,443145,637165,202401
513745,202368,882866,202401
363551,1052369,27973,202401
288412,724997,355345,202401
180981,707104,373238,202401
66369,627688,452654,202401
610509,265585,817412,202401
135402,345328,735356,202401
387401,575728,504614,202401
109001,1035435,44907,202401
569468,275815,807209,202401
204074,462969,617373,202401
227900,955776,124566,202401
228995,548167,532175,202401
113375,425314,654663,202401
59500,646353,433989,202401
632741,782269,298073,202401
397355,196435,891823,202401
274824,867848,212494,202401
279039,770878,309464,202401
122535,469258,611084,202401
625506,872080,208262,202401
378617,823138,257204,202401
157498,1064641,15701,202401
553729,490801,589541,202401
184768,991689,88653,202401
10914,985156,95186,202401
396967,346525,734182,202401
350542,963260,117082,202401
199448,1048816,31526,202401
359875,75221,1029837,202401
471821,541695,538647,202401
246563,653429,426913,202401
596732,737332,343010,202401
38183,993920,86422,202401
58634,320738,762417,202401
620476,1068886,11456,202401
378102,92709,995056,202401
586016,485243,595099,202401
392439,504188,576154,202401
15853,752479,327863,202401
556114,157596,930504,202401
227519,372248,707606,202401
262651,838047,242295,202401
544313,611328,469014,202401
332976,1022910,57432,202401
446796,867115,213227,202401
525833,1037317,43025,202401
448987,214665,868091,202401
215437,434140,646020,202401
216475,42234,1062573,202401
247067,80910,1024343,202401
99174,474186,606156,202401
119033,267020,815989,202401
106939,695990,384352,202401
342361,420716,659273,202401
6611,636377,443965,202401
86384,984078,96264,202401
122901,1040814,39528,202401
507638,560493,519849,202401
530649,957076,123266,202401
392423,501360,578982,202401
462650,922263,158079,202401
489367,748446,331896,202401
585008,115164,972656,202401
135126,719355,360987,202401
263073,263922,819070,202401
378990,1073970,6372,202401
19423,736764,343578,202401
125139,764020,316322,202401
357824,772181,308161,202401
170364,957935,122407,202401
293454,695413,384929,202401
77567,317465,765678,202401
526064,662925,417417,202401
271569,203724,881520,202401
333871,871385,208957,202401
287082,450259,630112,202401
16490,469536,610806,202401
54675,1010879,69463,202401
72887,97720,990047,202401
490563,308165,774954,202401
599505,49499,1055335,202401
182013,237796,845182,202401
20276,770937,309405,202401
302402,869166,211176,202401
407411,216780,865994,202401
425644,871489,208853,202401
431954,528120,552222,202401
584006,608810,471532,202401
478774,374195,705659,202401
302858,217008,865762,202401
258929,464533,615809,202401
30350,451813,628548,202401
52474,1030659,49683,202401
527213,1014956,65386,202401
128687,1015406,64936,202401
540550,1044681,35661,202401
296606,497336,583006,202401
40815,992401,87941,202401
475370,1032845,47497,202401
100502,978012,102330,202401
173093,383111,696739,202401
153221,398205,681699,202401
150509,174615,913493,202401
107315,85209,1020051,202401
365715,38017,1067065,202401
119150,83025,1022221,202401
468897,816239,264103,202401
188193,823730,256612,202401
376477,987440,92902,202401
23726,559634,520708,202401
210207,100907,986867,202401
408989,186450,901699,202401
630200,380288,699568,202401
408545,1045394,34948,202401
285050,438390,641913,202401
517829,92964,994803,202401
124372,455005,625338,202401
578551,249387,833611,202401
544208,391937,687967,202401
387211,1070100,10242,202401
302272,719025,361317,202401
178181,472990,607352,202401
309919,749815,330527,202401
168104,528402,551940,202401
152388,942758,137584,202401
174512,885931,194411,202401
581740,795440,284902,202401
24876,87234,1018029,202401
628485,194106,894146,202401
610372,1034750,45592,202401
103865,744938,335404,202401
36646,484487,595855,202401
337295,888260,192082,202401
602387,292649,790420,202401
183879,93139,994629,202401
329859,63566,1041429,202401
408719,1004772,75570,202401
477961,948411,131931,202401
438339,902905,177437,202401
169512,846088,234254,202401
629090,37340,1067718,202401
38223,630013,450329,202401
94335,210260,872480,202401
36554,689090,391252,202401
93724,283114,799942,202401
260975,854057,226285,202401
593037,152201,935898,202401
77354,829287,251055,202401
195906,1009264,71078,202401
560476,483535,596807,202401
158401,273504,809512,202401
60448,257770,825214,202401
192925,92643,995121,202401
582546,160550,927555,202401
36571,655061,425281,202401
206604,289703,793357,202401
141547,774659,305683,202401
433847,758419,321923,202401
132654,797248,283094,202401
85561,644075,436267,202401
412161,760626,319716,202401
547131,564217,516125,202401
390079,334456,746125,202401
471284,723077,357265,202401
344215,93199,994568,202401
117952,327207,755921,202401
606027,93657,994118,202401
5840,519650,560692,202401
126347,494626,585716,202401
453172,441920,638392,202401
164406,443402,636912,202401
303268,585987,494355,202401
582321,651763,428579,202401
186771,983359,96983,202401
12260,571192,509150,202401
457388,294324,788765,202401
243226,743494,336848,202401
204332,35049,1070003,202401
21717,858978,221364,202401
471616,77163,1027919,202401
544154,857967,222375,202401
375722,435540,644683,202401
545811,866682,213660,202401
276017,331092,749469,202401
29543,691150,389192,202401
361384,397660,682243,202401
411944,598112,482230,202401
156467,184447,903690,202401
44572,168192,919942,202401
347379,667558,412784,202401
56506,915080,165262,202401
493734,511534,568808,202401
299734,811847,268495,202401
621965,105173,982601,202401
28233,440601,639707,202401
203013,225703,857108,202401
212579,214519,868239,202401
447441,786436,293906,202401
80986,152494,935604,202401
147318,436440,643821,202401
81275,145422,942674,202401
298934,226082,856731,202401
546887,1077884,2458,202401
66190,790538,289804,202401
447226,784216,296126,202401
181063,603302,477040,202401
108914,34842,1070204,202401
244453,286132,796931,202401
17261,801536,278806,202401
623642,639748,440594,202401
536845,492205,588137,202401
120374,698270,382072,202401
240793,273931,809087,202401
263212,991468,88874,202401
112659,304391,778715,202401
3256,561861,518481,202401
364784,319702,763449,202401
404711,402023,677895,202401
466002,294112,788974,202401
157461,614295,466047,202401
600822,353844,726022,202401
621189,950828,129514,202401
395834,175179,912924,202401
286922,509666,570676,202401
605816,319913,763236,202401
140482,880543,199799,202401
400395,801382,278960,202401
617315,104534,983237,202401
204738,663206,417136,202401
503311,627814,452528,202401
7309,734893,345449,202401
440370,96772,991001,202401
607520,673423,406919,202401
57233,808652,271690,202401
434793,986849,93493,202401
490474,193072,895175,202401
23000,263698,819287,202401
410966,76885,1028194,202401
262233,727629,352713,202401
622820,916096,164246,202401
278569,1019912,60430,202401
518592,637124,443218,202401
420407,914662,165680,202401
196580,970859,109483,202401
317344,307599,775523,202401
209925,775752,304590,202401
575100,819044,261298,202401
410581,175803,912296,202401
514957,678934,401408,202401
436749,994262,86080,202401
517239,712529,367813,202401
258901,106247,981536,202401
439396,856980,223362,202401
247167,444963,635367,202401
364875,461644,618697,202401
97734,615042,465300,202401
277896,1046277,34065,202401
467850,556532,523810,202401
268046,954843,125499,202401
15682,496703,583639,202401
150318,323200,759931,202401
380109,395969,683938,202401
546047,728077,352265,202401
604773,1020322,60020,202401
606175,645455,434887,202401
143858,176559,911548,202401
136619,287666,795405,202401
57935,84236,1021019,202401
48788,635330,445012,202401
43968,79920,1025279,202401
55489,248989,834016,202401
172371,379447,700407,202401
133756,672834,407508,202401
221449,995667,84675,202401
16517,394218,685693,202401
440176,421785,658199,202401
548407,779767,300575,202401
406573,43204,1061617,202401
518101,266895,816114,202401
375216,479987,600355,202401
299687,1064812,15530,202401
457257,713776,366566,202401
375949,1076950,3392,202401
561386,170655,917484,202401
85674,176816,911293,202401
234896,43443,1061378,202401
395176,125151,962680,202401
256075,954848,125494,202401
14825,332177,748391,202401
3035,522789,557553,202401
229509,597360,482982,202401
345471,945944,134398,202401
371432,813474,266868,202401
206258,474072,606270,202401
591865,345737,734954,202401
605111,270797,812209,202401
204798,437010,643271,202401
181435,464392,615950,202401
376110,718735,361607,202401
383657,454033,626311,202401
269565,1004181,76161,202401
69567,647450,432892,202401
224829,945493,134849,202401
182604,511163,569179,202401
578294,819223,261119,202401
61562,248500,834500,202401
23044,564884,515458,202401
298915,751832,328510,202401
597299,269066,813945,202401
353061,314563,768580,202401
374938,730877,349465,202401
372675,280384,802655,202401
4772,829739,250603,202401
336730,956491,123851,202401
5840,519750,560592,202401
467423,1027323,53019,202401
534337,1028313,52029,202401
458139,102335,985435,202401
153354,997100,83242,202401
160872,983846,96496,202401
531329,876876,203466,202401
113019,1063329,17013,202401
445923,57627,1047338,202401
24234,283152,799905,202401
287581,1022682,57660,202401
115252,254113,828881,202401
298231,181522,906614,202401
94564,851435,228907,202401
18828,238674,844327,202401
168414,307739,775382,202401
10579,86818,1018447,202401
68349,590868,489474,202401
237173,751027,329315,202401
387561,470206,610136,202401
569557,859338,221004,202401
256097,454887,625457,202401
103333,117702,970121,202401
182287,524357,555985,202401
181827,572551,507791,202401
173531,890602,189740,202401
606300,259967,823015,202401
93602,1023773,56569,202401
554314,581270,499072,202401
243717,588483,491859,202401
190840,391384,688521,202401
444095,885696,194646,202401
228772,804863,275479,202401
514407,171096,917043,202401
417262,224772,858037,202401
27596,293624,789455,202401
220991,803540,276802,202401
14289,430245,649761,202401
130854,348921,731826,202401
371437,969229,111113,202401
211021,281333,801713,202401
188412,979241,101101,202401
216007,903353,176989,202401
323166,410981,668942,202401
123719,443806,636515,202401
179532,252550,830460,202401
296606,497345,582997,202401
91205,232508,850325,202401
141680,986456,93886,202401
532378,565573,514769,202401
558923,197505,890755,202401
320156,959519,120823,202401
507952,305254,777850,202401
210822,181597,906538,202401
424034,367795,712068,202401
398968,170794,917344,202401
51076,792081,288261,202401
409160,743189,337153,202401
629890,287808,795263,202401
294751,373461,706393,202401
198657,1052467,27875,202401
6058,519507,560835,202401
348,424809,655169,202401
111226,886567,193775,202401
355182,805204,275138,202401
246833,139695,948408,202401
320236,184331,903807,202401
253464,360766,719097,202401
268972,460835,619503,202401
412176,1046217,34125,202401
247126,934758,145584,202401
57534,271345,811667,202401
611240,43660,1061158,202401
452708,217444,865331,202401
7890,522019,558323,202401
103440,885788,194554,202401
582888,242843,840169,202401
197886,586979,493363,202401
77991,825273,255069,202401
168218,753159,327183,202401
511430,74680,1030372,202401
188285,471123,609219,202401
536476,885977,194365,202401
457523,1015533,64809,202401
632741,63273,1041720,202401
334254,170437,917703,202401
436619,62506,1042485,202401
133559,250938,832062,202401
168104,528869,551473,202401
143120,256232,826754,202401
238312,682779,397563,202401
163489,961300,119042,202401
320068,1007198,73144,202401
447905,819430,260912,202401
273762,220853,861939,202401
181546,525887,554455,202401
523251,647657,432685,202401
388821,228974,853859,202401
328983,682677,397665,202401
552809,128341,959511,202401
614894,403552,676367,202401
134971,119848,967977,202401
472388,738155,342187,202401
35732,508828,571514,202401
535284,1027809,52533,202401
251198,210527,872217,202401
432,204547,880704,202401
627462,379878,699976,202401
516401,867356,212986,202401
142837,794139,286203,202401
580548,183985,904155,202401
52633,253247,829755,202401
81949,538968,541374,202401
515307,67040,1037994,202401
366019,725512,354830,202401
123104,533916,546426,202401
37422,416210,663771,202401
460707,784962,295380,202401
259289,602359,477983,202401
48472,669551,410791,202401
511008,445522,634801,202401
348969,169006,919128,202401
27747,1001925,78417,202401
56336,1054927,25415,202401
488414,992970,87372,202401
422729,300229,782882,202401
239289,547568,532774,202401
297287,842650,237692,202401
157473,614207,466135,202401
565760,643591,436751,202401
115426,453146,627201,202401
268353,791788,288554,202401
292808,921282,159060,202401
377281,1071537,8805,202401
629240,566119,514223,202401
259357,86159,1019105,202401
194582,431515,648538,202401
424766,526787,553555,202401
622372,95510,992268,202401
497910,530045,550297,202401
442089,1056881,23461,202401
510820,94923,992853,202401
534719,375323,704528,202401
134273,137995,950104,202401
441157,129129,958721,202401
557541,741604,338738,202401
118089,781638,298704,202401
569309,724756,355586,202401
156689,528297,552045,202401
407111,394069,685839,202401
77254,257533,825449,202401
115956,267053,815958,202401
314903,686406,393936,202401
597117,171853,916273,202401
489608,338599,742042,202401
229627,517267,563075,202401
148555,500805,579537,202401
439227,754958,325384,202401
6524,87732,1017556,202401
266252,556778,523564,202401
388637,374014,705841,202401
601540,472034,608308,202401
241062,675682,404660,202401
293665,772317,308025,202401
50444,114148,973671,202401
344885,59796,1045178,202401
426232,228453,854374,202401
595578,707018,373324,202401
405947,315989,767151,202401
282970,407692,672225,202401
209680,183244,904893,202401
276861,1048179,32163,202401
215727,1033391,46951,202401
218941,732582,347760,202401
260895,368467,711392,202401
124214,532318,548024,202401
174525,590874,489468,202401
504717,807500,272842,202401
591202,996508,83834,202401
179839,647639,432703,202401
206785,786217,294125,202401
271863,491323,589019,202401
399195,603624,476718,202401
431131,875019,205323,202401
247548,450637,629736,202401
58729,238311,844674,202401
391927,991416,88926,202401
256665,753897,326445,202401
42360,744006,336336,202401
305628,1058446,21896,202401
225428,98496,989272,202401
60683,168873,919262,202401
116178,748018,332324,202401
52448,737838,342504,202401
71935,706876,373466,202401
335952,173955,914159,202401
104464,618966,461376,202401
6251,186468,901681,202401
377657,1070132,10210,202401
590100,415527,664428,202401
348481,873432,206910,202401
300875,329632,751067,202401
126327,771078,309264,202401
240258,492994,587348,202401
321633,1071036,9306,202401
522774,330639,750070,202401
391273,363578,716273,202401
461105,48178,1056648,202401
48043,869575,210767,202401
257247,1043623,36719,202401
283896,238723,844280,202401
176681,981629,98713,202401
52094,453694,626647,202401
381276,984390,95952,202401
49797,1012902,67440,202401
317690,326571,756561,202401
1496,391960,687942,202401
269252,325592,757543,202401
466933,947751,132591,202401
610251,484914,595428,202401
259331,807743,272599,202401
191821,992819,87523,202401
247021,856070,224272,202401
84497,46612,1058221,202401
228146,166704,921419,202401
259425,492929,587413,202401
519570,621567,458775,202401
406909,513701,566641,202401
465308,588709,491633,202401
255304,645668,434674,202401
608231,60387,1044590,202401
492903,407181,672738,202401
292334,256143,826841,202401
85321,111191,976615,202401
529852,133186,954779,202401
405639,471350,608992,202401
430668,375668,704184,202401
167007,735773,344569,202401
339117,697175,383167,202401
535500,521270,559072,202401
321809,356257,723607,202401
40138,380192,699665,202401
610939,772160,308182,202401
22844,746793,333549,202401
313643,727870,352472,202401
23404,549222,531120,202401
438289,622383,457959,202401
296167,329843,750858,202401
353645,426143,653833,202401
192490,429690,650311,202401
253621,825764,254578,202401
361110,977778,102564,202401
566879,895064,185278,202401
188582,234370,848485,202401
318185,803532,276810,202401
225524,47527,1057299,202401
504470,835921,244421,202401
552489,973721,106621,202401
463057,851086,229256,202401
229362,798335,282007,202401
80762,160506,927599,202401
466909,285731,797326,202401
307635,646954,433388,202401
80216,262268,820717,202401
553637,182013,906122,202401
294746,682169,398173,202401
59694,502473,577869,202401
272482,465293,615049,202401
452499,180653,907477,202401
602200,787327,293015,202401
410070,869781,210561,202401
463178,779722,300620,202401
244278,870684,209658,202401
476544,949640,130702,202401
80006,818038,262304,202401
185231,312957,770181,202401
228588,132178,955731,202401
31467,558747,521595,202401
181442,997584,82758,202401
473040,153923,934192,202401
414087,344587,736094,202401
476479,266144,816859,202401
508555,474779,605563,202401
85586,875186,205156,202401
381202,984367,95975,202401
575139,701532,378810,202401
418241,295648,787450,202401
421400,805201,275141,202401
171230,551164,529178,202401
115231,139547,948554,202401
362443,152230,935868,202401
605268,1017078,63264,202401
411237,989486,90856,202401
509206,831427,248915,202401
456922,191337,896902,202401
532202,425946,654028,202401
59906,499025,581317,202401
345852,56788,1048159,202401
211868,553946,526396,202401
226771,291911,791146,202401
493439,691503,388839,202401
318227,1004953,75389,202401
517205,361162,718702,202401
596003,686444,393898,202401
2319,987267,93075,202401
244030,106292,981491,202401
67956,765851,314491,202401
51113,221129,861666,202401
611902,303358,779747,202401
405032,182199,905935,202401
46484,210457,872284,202401
559199,998502,81840,202401
598103,644279,436063,202401
575476,124304,963522,202401
19427,1020341,60001,202401
351785,579002,501340,202401
493716,511541,568801,202401
311295,1011552,68790,202401
555935,632242,448100,202401
474352,230644,852192,202401
14914,169748,918387,202401
87079,950017,130325,202401
483321,606735,473607,202401
4728,39403,1065691,202401
157706,225053,857756,202401
248999,960031,120311,202401
433020,979844,100498,202401
24029,956508,123834,202401
166126,803376,276966,202401
473255,185743,902403,202401
4152,177787,910329,202401
79109,952547,127795,202401
311867,1062537,17805,202401
433116,456114,624212,202401
55866,136403,951693,202401
336223,358386,721478,202401
139094,327904,755236,202401
321799,273334,809681,202401
92321,117545,970276,202401
226172,329455,751245,202401
88125,1027341,53001,202401
322199,382762,697089,202401
52032,502610,577732,202401
84223,291293,791766,202401
553404,1039826,40516,202401
245218,513389,566953,202401
5360,152773,935328,202401
582713,165068,923055,202401
196675,266442,816560,202401
275121,412875,667037,202401
231408,295319,787776,202401
291385,610601,469741,202401
593223,1022170,58172,202401
162192,569122,511220,202401
264438,970968,109374,202401
594741,458847,621497,202401
300549,966950,113392,202401
105310,998569,81773,202401
628664,98000,989764,202401
106000,97130,990642,202401
489513,179630,908490,202401
44938,536460,543882,202401
227900,955558,124784,202401
23698,979877,100465,202401
115916,683233,397109,202401
452148,42046,1063058,202401
150821,980164,100178,202401
147852,334253,746326,202401
420951,746211,334131,202401
272212,703799,376543,202401
557341,1021445,58897,202401
621996,528197,552145,202401
303022,862498,217844,202401
91544,314756,768386,202401
249519,755277,325065,202401
178322,708579,371763,202401
424236,753663,326679,202401
7214,271482,811533,202401
460669,553842,526500,202401
15289,482528,597814,202401
375875,227253,855572,202401
150219,751889,328453,202401
289551,811211,269131,202401
365503,614348,465994,202401
569393,195191,893066,202401
601825,542296,538046,202401
165679,972291,108051,202401
341684,278109,804929,202401
595886,665489,414853,202401
330722,432538,647545,202401
191939,984559,95783,202401
251157,46694,1058138,202401
492067,1045821,34521,202401
238754,755752,324590,202401
160609,1072046,8296,202401
404420,786526,293816,202401
184160,501358,578984,202401
299704,758437,321905,202401
133648,784802,295540,202401
313805,784573,295769,202401
115423,83035,1022213,202401
222830,530931,549411,202401
290902,555931,524411,202401
42848,792571,287771,202401
468866,1036478,43864,202401
414163,423243,656740,202401
203726,945840,134502,202401
240950,828029,252313,202401
510144,165230,922888,202401
43193,400986,678926,202401
40262,835352,244990,202401
583231,206482,878803,202401
618120,49190,1055641,202401
501409,633971,446371,202401
111519,593519,486823,202401
418682,385331,694522,202401
329805,292573,790494,202401
628929,243425,839577,202401
514404,677430,402912,202401
329725,380458,699397,202401
204207,444923,635407,202401
260193,602267,478075,202401
310686,487376,592966,202401
465201,854272,226070,202401
136333,733444,346898,202401
243031,516715,563627,202401
351612,272765,810250,202401
283730,643946,436396,202401
412555,136790,951313,202401
513528,158029,930075,202401
277247,350772,729997,202401
558187,998188,82154,202401
538782,248619,834383,202401
278366,565526,514816,202401
319679,198728,889536,202401
91808,948674,131668,202401
359158,714409,365933,202401
239505,340813,739832,202401
121260,106112,981669,202401
137507,206244,879037,202401
56080,297967,785137,202401
168859,761698,318644,202401
48808,182669,905465,202401
357753,273375,809641,202401
333513,867447,212895,202401
408698,1004377,75965,202401
623028,964496,115846,202401
291385,610318,470024,202401
398303,905206,175136,202401
311123,958436,121906,202401
595034,638854,441488,202401
547006,775265,305077,202401
191123,604870,475472,202401
317324,865749,214593,202401
419131,714168,366174,202401
444876,424525,655458,202401
567576,378837,701018,202401
509409,829558,250784,202401
145514,706633,373709,202401
29809,206561,878728,202401
284133,549145,531197,202401
182429,439901,640404,202401
319127,229626,853205,202401
179721,461006,619333,202401
398772,624961,455381,202401
604915,63471,1041523,202401
569206,926848,153494,202401
413881,48078,1056749,202401
461371,912405,167937,202401
281717,644108,436234,202401
572836,557704,522638,202401
150821,1063307,17035,202401
102459,328459,754703,202401
175065,515022,565320,202401
2661,452345,628012,202401
438708,524585,555757,202401
312127,668302,412040,202401
28109,673791,406551,202401
526406,487711,592631,202401
158456,321055,762100,202401
140714,113397,974416,202401
507152,346516,734191,202401
220634,370528,709318,202401
295160,738755,341587,202401
210175,754533,325809,202401
322332,136949,951157,202401
283988,485584,594758,202401
412189,968303,112039,202401
53438,739510,340832,202401
330381,440627,639682,202401
84232,734602,345740,202401
140439,182550,905584,202401
105412,500029,580313,202401
209954,228832,854004,202401
543800,671192,409150,202401
436457,586363,493979,202401
326522,1063946,16396,202401
28634,457761,622574,202401
591202,996519,83823,202401
570291,778815,301527,202401
551006,783298,297044,202401
167045,845293,235049,202401
328137,685733,394609,202401
165615,553107,527235,202401
634678,752966,327376,202401
229233,338719,741920,202401
195806,460006,620335,202401
296762,501862,578480,202401
50469,277165,805865,202401
518381,93321,994447,202401
609115,569387,510955,202401
372637,598695,481647,202401
274425,618514,461828,202401
621965,836414,243928,202401
93462,793962,286380,202401
444727,99500,988282,202401
73477,409816,670103,202401
206372,671640,408702,202401
315760,747559,332783,202401
347813,77030,1028050,202401
40724,715478,364864,202401
421380,527637,552705,202401
531775,49407,1055423,202401
469900,644401,435941,202401
8376,609211,471131,202401
520411,898102,182240,202401
579228,173503,914614,202401
87463,900399,179943,202401
18941,484039,596303,202401
570522,875843,204499,202401
153199,308638,774483,202401
428128,1066572,13770,202401
365017,64290,1040712,202401
563168,1023175,57167,202401
173908,805142,275200,202401
565248,56779,1048167,202401
438798,822493,257849,202401
329894,867253,213089,202401
586119,468221,612121,202401
369862,713623,366719,202401
199993,1028751,51591,202401
30085,673493,406849,202401
75193,598673,481669,202401
327745,323612,759520,202401
488442,1039260,41082,202401
263716,646622,433720,202401
408655,823737,256605,202401
620591,190584,897654,202401
292189,801862,278480,202401
474989,741303,339039,202401
167770,796534,283808,202401
47920,630538,449804,202401
610664,688565,391777,202401
616269,505113,575229,202401
463392,673963,406379,202401
12991,531253,549089,202401
569928,842172,238170,202401
157946,134701,953370,202401
104734,178389,909731,202401
386036,789977,290365,202401
407855,197001,891258,202401
63932,665521,414821,202401
419505,976315,104027,202401
547131,575116,505226,202401
462849,384396,695461,202401
391362,511108,569234,202401
520969,697054,383288,202401
535984,456443,623883,202401
93162,915264,165078,202401
281515,484360,595982,202401
143910,560127,520215,202401
147190,866795,213547,202401
630624,158113,929992,202401
458434,709530,370812,202401
103148,116330,971486,202401
44472,770632,309710,202401
634492,674515,405827,202401
474112,151253,936843,202401
133693,620473,459869,202401
360356,262583,820400,202401
273233,272207,810805,202401
420689,804345,275997,202401
346954,326122,757014,202401
75311,438155,642146,202401
156843,1064071,16271,202401
168353,954330,126012,202401
72399,805172,275170,202401
572500,878160,202182,202401
517434,476970,603372,202401
631709,369943,709909,202401
244370,658297,422045,202401
527369,778571,301771,202401
151776,892835,187507,202401
30902,779401,300941,202401
412827,987714,92628,202401
149619,212999,869759,202401
41776,1061138,19204,202401
574159,498059,582283,202401
83662,638867,441475,202401
399128,850265,230077,202401
413107,1038694,41648,202401
197545,89546,1015768,202401
330387,370573,709271,202401
596418,118997,968831,202401
630464,855236,225106,202401
612122,98706,989067,202401
240712,988601,91741,202401
253770,474852,605490,202401
463787,832203,248139,202401
405535,123555,964271,202401
426063,186049,902103,202401
446649,956452,123890,202401
111519,133821,954183,202401
238881,325436,757699,202401
429397,1050170,30172,202401
83138,497445,582897,202401
243077,853768,226574,202401
405532,679148,401194,202401
42749,307119,776003,202401
423919,995191,85151,202401
360480,337596,743023,202401
450730,966437,113905,202401
213164,874415,205927,202401
608094,787427,292915,202401
295676,661004,419338,202401
89495,323433,759700,202401
516828,798797,281545,202401
196630,602952,477390,202401
452454,150403,937691,202401
171304,629892,450450,202401
121964,748102,332240,202401
392043,112476,975339,202401
523992,503561,576781,202401
582160,366266,713586,202401
252409,945793,134549,202401
44886,797041,283301,202401
629104,1064366,15976,202401
176729,113242,974573,202401
175538,880079,200263,202401
394582,178218,909901,202401
130007,335405,745179,202401
564209,764904,315438,202401
192046,260506,822475,202401
612655,658685,421657,202401
551337,872514,207828,202401
45428,113110,974703,202401
27263,295495,787600,202401
236382,88985,1016315,202401
3565,185839,902309,202401
572842,726338,354004,202401
340750,199935,888334,202401
325395,364133,715716,202401
622019,774540,305802,202401
75808,833818,246524,202401
378265,804432,275910,202401
462650,305980,777131,202401
352166,796453,283889,202401
274564,812184,268158,202401
510677,886949,193393,202401
454472,796706,283636,202401
264508,604642,475700,202401
332311,880604,199738,202401
308161,810420,269922,202401
130396,87256,1018007,202401
93954,794323,286019,202401
604331,247877,835124,202401
325540,68103,1036937,202401
384418,990172,90170,202401
4132,92670,995094,202401
187184,986094,94248,202401
100000,1025723,54619,202401
270183,1005926,74416,202401
580011,737451,342891,202401
256090,971113,109229,202401
532669,145512,942582,202401
539291,703200,377142,202401
526558,868078,212264,202401
298013,179127,908994,202401
415811,627371,452971,202401
187130,387679,692175,202401
362977,421378,658613,202401
194834,599174,481168,202401
513744,572653,507689,202401
606687,78478,1026650,202401
489438,123234,964589,202401
213219,889498,190844,202401
274306,973802,106540,202401
282652,881810,198532,202401
432638,861250,219092,202401
491043,947171,133171,202401
389469,274566,808455,202401
305431,830893,249449,202401
259648,611926,468416,202401
275616,411271,668651,202401
232941,1061586,18756,202401
381237,248901,834104,202401
198224,959472,120870,202401
251846,825792,254550,202401
132119,690119,390223,202401
280923,637181,443161,202401
428195,64737,1040272,202401
290270,229209,853626,202401
257922,523045,557297,202401
372029,340395,740243,202401
524512,632890,447452,202401
378989,733742,346600,202401
65591,602771,477571,202401
540756,374229,705625,202401
198942,1047338,33004,202401
188754,963208,117134,202401
542675,574761,505581,202401
424328,399661,680250,202401
599779,868715,211627,202401
139432,338258,742379,202401
438760,743797,336545,202401
597408,341460,739190,202401
300521,547389,532953,202401
244404,480590,599752,202401
347195,283989,799064,202401
201054,829450,250892,202401
199978,743805,336537,202401
110634,289654,793406,202401
600365,496245,584097,202401
220902,720298,360044,202401
182828,830548,249794,202401
469618,729216,351126,202401
246141,641456,438886,202401
104766,426135,653841,202401
544094,392967,686940,202401
407038,513500,566842,202401
5344,848984,231358,202401
440956,127377,960470,202401
82466,241026,841995,202401
460034,685680,394662,202401
162774,734450,345892,202401
255345,438248,642054,202401
594566,781785,298557,202401
451741,624165,456177,202401
386283,703794,376548,202401
357886,875164,205178,202401
493300,833358,246984,202401
256513,416339,663648,202401
485579,855962,224380,202401
